0,1,2,3,4,5,6,7,8,9,10,11,12
4.6494,5.5651,2.7676,0.48064,0.068124,2.5812,,,,,,,2
-0.39152,-4.806,0.28699,2.7246,3.4457,1.2245,,,,,,,2
-4.9368,0.25617,1.9946,0.57931,3.7513,1.1631,,,,,,,2
1.8027,-3.3118,3.944,0.23131,1.9151,1.7221,,,,,,,2
-0.24005,4.2544,3.6196,0.53977,2.2793,2.2011,,,,,,,2
0.82535,-5.6439,2.3008,0.059122,3.9712,0.48984,,,,,,,2
-1.0719,3.2055,3.0661,0.75647,1.6165,0.5217,,,,,,,2
-3.5272,2.9727,2.9871,0.28345,0.87937,0.91515,,,,,,,2
-3.2786,-1.5715,2.7813,0.15144,3.466,0.42769,,,,,,,2
-3.2513,1.5224,2.7093,1.2315,2.7561,0.37215,,,,,,,2
2.1615,4.3477,1.1296,2.0629,0.68588,0.75429,,,,,,,2
-4.3394,-5.0551,2.3275,1.574,0.036095,2.734,,,,,,,2
3.1049,-3.7276,2.4755,3.9808,0.67631,2.1659,,,,,,,2
1.88,-5.8403,3.257,1.7584,0.82555,2.0856,,,,,,,2
1.9849,-4.1938,0.063948,0.60576,3.6065,3.7673,,,,,,,2
4.1448,-5.9803,0.85741,3.1122,2.8366,2.55,,,,,,,2
2.0315,4.4424,3.9515,2.9647,0.52772,2.8742,,,,,,,2
-2.8918,-1.7118,3.2693,0.35057,1.7008,1.6978,,,,,,,2
6.3256,-2.0213,2.5283,1.8817,2.6458,0.99343,,,,,,,2
3.445,-2.7572,2.7286,1.1713,1.2895,3.7439,,,,,,,2
4.3924,-1.7589,3.2329,1.6274,2.3897,3.2085,,,,,,,2
4.4917,-3.2779,1.1186,1.7209,0.84259,3.0465,,,,,,,2
-5.1181,0.21379,2.6599,3.485,0.75847,0.24701,,,,,,,2
-1.8182,-4.7303,0.1173,2.829,0.83326,3.6266,,,,,,,2
3.837,-0.91707,2.1775,0.057189,2.8534,2.6225,,,,,,,2
-0.64719,-4.6195,2.1159,0.098335,1.0108,3.7918,,,,,,,2
4.0641,2.9834,3.4927,0.94798,1.0801,2.181,,,,,,,2
-2.5235,4.48,0.75043,2.3931,1.927,1.2213,,,,,,,2
-1.8671,-4.7292,3.7258,3.7048,0.88269,0.35406,,,,,,,2
0.26463,-6.1076,3.9054,1.3377,1.4187,1.6861,,,,,,,2
-3.4791,-1.9933,1.3248,1.7721,2.5509,1.4701,,,,,,,2
7.293,-0.41147,2.4948,0.39655,2.999,3.4101,,,,,,,2
-2.1458,4.9351,2.1082,2.8606,1.9697,3.9357,,,,,,,2
