0,1,2,3,4,5,6,7,8
,,,,0.519,0.2625,0.44,13.0,3.0
,,,,0.267,0.1055,0.22,13.0,2.0
,,,,0.148,0.0805,0.1175,8.0,3.0
,,,,0.2705,0.179,0.17,13.0,2.0
,,,,0.1715,0.092,0.155,11.0,3.0
,,,,0.2795,0.163,0.2185,11.0,3.0
,,,,0.2005,0.126,0.185,14.0,3.0
,,,,0.0705,0.0385,0.06,10.0,1.0
,,,,0.245,0.132,0.168,12.0,2.0
,,,,0.1685,0.1055,0.096,12.0,2.0
,,,,0.041,0.0265,0.0345,7.0,1.0
,,,,0.165,0.1005,0.0985,11.0,3.0
,,,,0.21,0.109,0.1275,16.0,2.0
,,,,0.1975,0.0875,0.1175,14.0,2.0
,,,,0.382,0.2275,0.415,20.0,3.0
,,,,0.3785,0.201,0.305,17.0,3.0
,,,,0.4145,0.2,0.345,10.0,2.0
,,,,0.5275,0.2355,0.35,11.0,3.0
,,,,0.4005,0.1975,0.26,10.0,2.0
,,,,0.4055,0.2495,0.27,10.0,3.0
,,,,0.383,0.209,0.255,11.0,2.0
,,,,0.5015,0.3035,0.515,17.0,3.0
,,,,0.5565,0.247,0.365,11.0,3.0
,,,,0.376,0.171,0.245,14.0,2.0
,,,,0.6615,0.3435,0.435,19.0,3.0
,,,,0.216,0.133,0.115,13.0,2.0
,,,,0.1735,0.065,0.11,11.0,3.0
,,,,0.284,0.162,0.2,11.0,2.0
,,,,0.28,0.174,0.195,10.0,2.0
,,,,0.3095,0.1905,0.25,13.0,3.0
,,,,0.164,0.076,0.15,14.0,1.0
,,,,0.138,0.058,0.095,13.0,3.0
,,,,0.2865,0.1675,0.235,13.0,2.0
,,,,0.111,0.057,0.075,9.0,3.0
,,,,0.3585,0.207,0.205,18.0,2.0
,,,,0.526,0.2975,0.42,19.0,3.0
,,,,0.2575,0.153,0.24,12.0,1.0
,,,,0.3015,0.1825,0.3,13.0,2.0
,,,,0.2565,0.186,0.225,9.0,3.0
,,,,0.3385,0.201,0.32,13.0,2.0
,,,,0.369,0.2255,0.36,12.0,2.0
,,,,0.305,0.2245,0.335,16.0,3.0
,,,,0.398,0.1965,0.25,17.0,2.0
,,,,0.1225,0.0635,0.0835,10.0,3.0
,,,,0.1075,0.06,0.0865,13.0,3.0
,,,,0.2005,0.108,0.166,11.0,2.0
,,,,0.2,0.1135,0.2235,12.0,2.0
,,,,0.16,0.0795,0.154,13.0,2.0
,,,,0.078,0.0455,0.059,9.0,1.0
,,,,0.181,0.113,0.136,10.0,2.0
,,,,0.0675,0.0675,0.081,10.0,1.0
,,,,0.0575,0.042,0.068,12.0,1.0
,,,,0.15,0.0825,0.1515,12.0,3.0
,,,,0.01,0.008,0.012,4.0,1.0
,,,,0.0475,0.0355,0.06,9.0,1.0
,,,,0.185,0.0705,0.169,18.0,2.0
,,,,0.2085,0.1,0.1655,15.0,2.0
,,,,0.128,0.07,0.148,13.0,1.0
,,,,0.1525,0.095,0.152,12.0,3.0
,,,,0.0655,0.047,0.049,7.0,1.0
,,,,0.0455,0.0335,0.044,9.0,1.0
,,,,0.018,0.0105,0.0195,7.0,1.0
,,,,0.06,0.0425,0.054,10.0,1.0
,,,,0.2175,0.13,0.195,18.0,2.0
,,,,0.2945,0.138,0.195,12.0,3.0
,,,,0.1795,0.1095,0.17,17.0,3.0
,,,,0.214,0.116,0.14,15.0,2.0
,,,,0.2655,0.1125,0.225,12.0,3.0
,,,,0.1205,0.061,0.125,10.0,3.0
,,,,0.1255,0.0525,0.09,8.0,3.0
,,,,0.3845,0.185,0.265,21.0,2.0
,,,,0.077,0.046,0.065,10.0,1.0
,,,,0.223,0.1235,0.1335,9.0,2.0
,,,,0.1555,0.095,0.1405,7.0,3.0
,,,,0.1895,0.0945,0.158,10.0,1.0
,,,,0.198,0.1065,0.165,9.0,2.0
,,,,0.066,0.0525,0.075,9.0,1.0
,,,,0.05,0.041,0.063,8.0,1.0
,,,,0.1055,0.054,0.08,7.0,1.0
,,,,0.081,0.0485,0.055,6.0,1.0
,,,,0.1965,0.108,0.16,14.0,2.0
,,,,0.219,0.1365,0.195,13.0,3.0
,,,,0.0795,0.038,0.05,7.0,1.0
,,,,0.4675,0.2655,0.39,13.0,2.0
,,,,0.358,0.156,0.315,19.0,3.0
,,,,0.0735,0.045,0.06,7.0,1.0
,,,,0.1605,0.0795,0.105,9.0,1.0
,,,,0.12,0.084,0.105,11.0,2.0
,,,,0.045,0.0265,0.035,6.0,1.0
,,,,0.216,0.13,0.17,9.0,1.0
,,,,0.193,0.105,0.155,11.0,2.0
,,,,0.1695,0.081,0.14,9.0,3.0
,,,,0.034,0.014,0.025,5.0,1.0
,,,,0.0595,0.04,0.06,6.0,2.0
,,,,0.1845,0.099,0.145,11.0,2.0
,,,,0.054,0.024,0.05,7.0,1.0
,,,,0.0945,0.0465,0.075,10.0,3.0
,,,,0.05,0.0295,0.04,7.0,1.0
,,,,0.336,0.2315,0.295,17.0,3.0
,,,,0.4305,0.2245,0.42,16.0,3.0
,,,,0.5305,0.254,0.41,18.0,2.0
,,,,0.4145,0.1615,0.33,11.0,3.0
,,,,0.597,0.3445,0.53,18.0,2.0
,,,,0.3055,0.1555,0.295,11.0,2.0
,,,,0.146,0.0885,0.12,10.0,3.0
,,,,0.1045,0.0615,0.09,12.0,3.0
,,,,0.1145,0.0665,0.16,19.0,2.0
,,,,0.078,0.054,0.08,10.0,3.0
,,,,0.1815,0.144,0.16,11.0,1.0
,,,,0.2155,0.14,0.18,15.0,3.0
,,,,0.2775,0.243,0.335,13.0,1.0
,,,,0.1765,0.123,0.175,13.0,3.0
,,,,0.235,0.108,0.215,14.0,1.0
,,,,0.2405,0.143,0.205,17.0,3.0
,,,,0.24,0.169,0.24,19.0,3.0
,,,,0.225,0.124,0.17,21.0,1.0
,,,,0.241,0.14,0.24,23.0,3.0
,,,,0.158,0.11,0.245,22.0,3.0
,,,,0.2635,0.168,0.245,12.0,1.0
,,,,0.185,0.148,0.19,11.0,3.0
,,,,0.25,0.1915,0.265,23.0,3.0
,,,,0.093,0.026,0.08,8.0,3.0
,,,,0.0885,0.0465,0.07,7.0,2.0
,,,,0.204,0.1415,0.175,10.0,1.0
,,,,0.154,0.094,0.12,7.0,3.0
,,,,0.3175,0.1725,0.29,16.0,1.0
,,,,0.2455,0.1665,0.185,10.0,1.0
,,,,0.344,0.2325,0.255,15.0,1.0
,,,,0.3345,0.2125,0.21,13.0,3.0
,,,,0.26,0.1425,0.345,16.0,3.0
,,,,0.279,0.2055,0.195,11.0,1.0
,,,,0.366,0.2425,0.295,11.0,1.0
,,,,0.2535,0.145,0.19,10.0,1.0
,,,,0.0345,0.0205,0.025,5.0,2.0
,,,,0.1475,0.1065,0.11,11.0,3.0
,,,,0.1175,0.0655,0.085,9.0,1.0
,,,,0.0065,0.0025,0.005,4.0,2.0
,,,,0.043,0.04,0.04,7.0,2.0
,,,,0.005,0.0035,0.005,4.0,2.0
,,,,0.0545,0.0285,0.03,5.0,1.0
,,,,0.155,0.1145,0.14,13.0,3.0
,,,,0.1185,0.091,0.1195,16.0,3.0
,,,,0.1215,0.0685,0.0875,12.0,1.0
,,,,0.1895,0.142,0.173,14.0,3.0
,,,,0.18,0.103,0.123,9.0,3.0
,,,,0.1205,0.0595,0.1105,12.0,1.0
,,,,0.191,0.09,0.1175,9.0,1.0
,,,,0.1535,0.1015,0.144,10.0,1.0
,,,,0.0615,0.037,0.0795,11.0,1.0
,,,,0.0775,0.0435,0.0765,10.0,3.0
,,,,0.0895,0.057,0.1005,10.0,1.0
,,,,0.0405,0.0245,0.032,7.0,2.0
,,,,0.0595,0.0355,0.063,7.0,2.0
,,,,0.104,0.0475,0.083,11.0,1.0
,,,,0.045,0.0275,0.0335,7.0,2.0
,,,,0.069,0.053,0.0695,8.0,1.0
,,,,0.08,0.0385,0.063,9.0,1.0
,,,,0.0475,0.0205,0.03,7.0,2.0
,,,,0.036,0.019,0.035,8.0,2.0
,,,,0.036,0.0115,0.0245,6.0,2.0
,,,,0.0095,0.0055,0.0085,4.0,2.0
,,,,0.0045,0.004,0.005,2.0,2.0
,,,,0.0065,0.0055,0.005,3.0,2.0
,,,,0.3925,0.228,0.293,13.0,1.0
,,,,0.416,0.212,0.4405,15.0,1.0
,,,,0.3865,0.243,0.295,15.0,1.0
,,,,0.191,0.125,0.155,11.0,1.0
,,,,0.161,0.107,0.195,17.0,3.0
,,,,0.108,0.0705,0.1,10.0,1.0
,,,,0.2185,0.1195,0.155,12.0,3.0
,,,,0.2735,0.159,0.255,13.0,1.0
,,,,0.261,0.2015,0.165,15.0,3.0
,,,,0.2405,0.1825,0.275,11.0,1.0
,,,,0.374,0.1695,0.23,13.0,1.0
,,,,0.298,0.1805,0.265,15.0,1.0
,,,,0.227,0.1785,0.22,13.0,1.0
,,,,0.2825,0.176,0.29,18.0,1.0
,,,,0.262,0.1835,0.175,10.0,1.0
,,,,0.2385,0.172,0.205,12.0,1.0
,,,,0.2415,0.1735,0.21,12.0,3.0
,,,,0.2855,0.1525,0.32,14.0,1.0
,,,,0.143,0.074,0.125,10.0,1.0
,,,,0.32,0.2175,0.245,14.0,1.0
,,,,0.078,0.057,0.06,8.0,3.0
,,,,0.2785,0.186,0.215,14.0,3.0
,,,,0.2795,0.183,0.26,17.0,3.0
,,,,0.275,0.1945,0.265,20.0,1.0
,,,,0.34,0.226,0.265,17.0,3.0
,,,,0.673,0.4805,0.45,17.0,3.0
,,,,0.2485,0.2035,0.16,9.0,1.0
,,,,0.301,0.181,0.28,14.0,1.0
,,,,0.578,0.4105,0.39,15.0,1.0
,,,,0.187,0.15,0.195,13.0,3.0
,,,,0.215,0.1615,0.14,10.0,1.0
,,,,0.347,0.3045,0.315,13.0,3.0
,,,,0.369,0.3005,0.275,13.0,3.0
,,,,0.5295,0.272,0.525,20.0,1.0
,,,,0.69,0.368,0.35,13.0,1.0
,,,,0.367,0.236,0.37,20.0,1.0
,,,,0.469,0.2655,0.41,15.0,3.0
,,,,0.4775,0.2315,0.27,13.0,1.0
,,,,0.348,0.167,0.31,15.0,1.0
,,,,0.435,0.202,0.325,15.0,1.0
,,,,0.313,0.1825,0.335,16.0,3.0
,,,,0.2385,0.221,0.3,17.0,3.0
,,,,0.6215,0.361,0.47,14.0,1.0
,,,,0.403,0.296,0.32,14.0,3.0
,,,,0.3365,0.1905,0.3,11.0,1.0
,,,,0.3825,0.234,0.32,13.0,3.0
,,,,0.0665,0.05,0.07,9.0,1.0
,,,,0.289,0.227,0.233,11.0,3.0
,,,,0.3485,0.2395,0.278,17.0,3.0
,,,,0.3155,0.2815,0.2965,11.0,3.0
,,,,0.2,0.123,0.17,8.0,2.0
,,,,0.0975,0.0825,0.085,8.0,1.0
,,,,0.1675,0.158,0.12,9.0,1.0
,,,,0.245,0.167,0.185,10.0,1.0
,,,,0.189,0.17,0.31,11.0,1.0
,,,,0.236,0.179,0.2,15.0,1.0
,,,,0.2305,0.142,0.195,13.0,1.0
,,,,0.2015,0.1505,0.19,15.0,1.0
,,,,0.1725,0.1375,0.195,15.0,3.0
,,,,0.3505,0.237,0.3,13.0,1.0
,,,,0.246,0.152,0.215,12.0,1.0
,,,,0.292,0.206,0.255,10.0,1.0
,,,,0.102,0.038,0.085,6.0,2.0
,,,,0.021,0.0165,0.015,5.0,2.0
,,,,0.3295,0.2325,0.2905,15.0,1.0
,,,,0.1975,0.13,0.1845,9.0,3.0
,,,,0.211,0.1375,0.262,12.0,1.0
,,,,0.2475,0.2025,0.1635,9.0,3.0
,,,,0.309,0.246,0.262,12.0,3.0
,,,,0.3145,0.2575,0.263,10.0,3.0
,,,,0.1925,0.1315,0.1685,10.0,3.0
,,,,0.1915,0.1285,0.1625,9.0,1.0
,,,,0.3275,0.225,0.256,12.0,1.0
,,,,0.315,0.26,0.3635,12.0,1.0
,,,,0.215,0.1635,0.234,15.0,1.0
,,,,0.2805,0.1685,0.214,11.0,1.0
,,,,0.157,0.096,0.122,9.0,1.0
,,,,0.255,0.157,0.2885,11.0,1.0
,,,,0.125,0.081,0.117,11.0,3.0
,,,,0.1655,0.117,0.185,10.0,1.0
,,,,0.119,0.1055,0.115,10.0,1.0
,,,,0.152,0.0935,0.155,9.0,1.0
,,,,0.094,0.045,0.065,7.0,2.0
,,,,0.2875,0.2095,0.155,10.0,1.0
,,,,0.1235,0.0905,0.095,7.0,1.0
,,,,0.041,0.03,0.03,6.0,2.0
,,,,0.2125,0.179,0.24,15.0,3.0
,,,,0.153,0.1155,0.13,10.0,3.0
,,,,0.2855,0.179,0.235,12.0,3.0
,,,,0.2665,0.174,0.285,12.0,1.0
,,,,0.165,0.1315,0.205,21.0,3.0
,,,,0.027,0.0125,0.018,6.0,2.0
,,,,0.0365,0.021,0.023,5.0,2.0
,,,,0.071,0.0345,0.0535,7.0,2.0
,,,,0.0765,0.0345,0.049,7.0,2.0
,,,,0.0735,0.04,0.0575,6.0,2.0
,,,,0.075,0.0575,0.062,6.0,2.0
,,,,0.0655,0.048,0.054,6.0,2.0
,,,,0.1185,0.064,0.0745,7.0,2.0
,,,,0.108,0.0445,0.0735,7.0,2.0
,,,,0.097,0.0455,0.0615,6.0,2.0
,,,,0.086,0.0585,0.0605,7.0,2.0
,,,,0.143,0.0635,0.086,6.0,2.0
,,,,0.1215,0.063,0.09,7.0,2.0
,,,,0.138,0.08,0.082,7.0,2.0
,,,,0.127,0.084,0.077,6.0,2.0
,,,,0.13,0.06,0.094,6.0,2.0
,,,,0.208,0.0655,0.106,6.0,2.0
,,,,0.175,0.0755,0.109,7.0,2.0
,,,,0.156,0.0505,0.091,6.0,1.0
,,,,0.1185,0.0645,0.0945,6.0,2.0
,,,,0.2435,0.084,0.1465,9.0,2.0
,,,,0.2745,0.086,0.1105,7.0,2.0
,,,,0.1795,0.1,0.089,7.0,2.0
,,,,0.245,0.1405,0.1405,8.0,2.0
,,,,0.266,0.0935,0.169,8.0,1.0
,,,,0.229,0.1185,0.172,9.0,2.0
,,,,0.2945,0.113,0.175,8.0,3.0
,,,,0.2175,0.096,0.1525,9.0,2.0
,,,,0.3065,0.096,0.1775,8.0,1.0
,,,,0.3355,0.129,0.214,9.0,3.0
,,,,0.27,0.1275,0.166,9.0,1.0
,,,,0.3415,0.1855,0.239,8.0,1.0
,,,,0.3375,0.1425,0.225,8.0,1.0
,,,,0.4815,0.1915,0.202,9.0,1.0
,,,,0.369,0.1725,0.21,11.0,3.0
,,,,0.429,0.2015,0.2375,10.0,3.0
,,,,0.4035,0.175,0.283,8.0,3.0
,,,,0.407,0.2015,0.2875,10.0,1.0
,,,,0.362,0.1755,0.2765,10.0,3.0
,,,,0.4985,0.168,0.2385,9.0,1.0
,,,,0.4735,0.24,0.265,10.0,1.0
,,,,0.3895,0.2155,0.2745,9.0,1.0
,,,,0.349,0.1755,0.194,10.0,1.0
,,,,0.442,0.1815,0.2705,9.0,3.0
,,,,0.4545,0.244,0.3095,9.0,1.0
,,,,0.455,0.2055,0.33,12.0,1.0
,,,,0.498,0.228,0.33,10.0,3.0
,,,,0.5225,0.296,0.32,8.0,3.0
,,,,0.547,0.231,0.271,6.0,3.0
,,,,0.5175,0.244,0.305,12.0,3.0
,,,,0.549,0.2875,0.36,11.0,1.0
,,,,0.653,0.1695,0.3205,10.0,3.0
,,,,0.606,0.276,0.3445,11.0,1.0
,,,,0.609,0.2325,0.3985,10.0,3.0
,,,,0.421,0.3015,0.325,9.0,1.0
,,,,0.5585,0.33,0.292,12.0,3.0
,,,,0.629,0.2605,0.345,10.0,3.0
,,,,0.545,0.3315,0.32,9.0,1.0
,,,,0.5315,0.2815,0.41,12.0,1.0
,,,,0.6285,0.275,0.3685,11.0,3.0
,,,,0.6355,0.2545,0.315,9.0,1.0
,,,,0.465,0.162,0.411,11.0,3.0
,,,,0.5895,0.285,0.381,11.0,3.0
,,,,0.4525,0.2755,0.406,14.0,1.0
,,,,0.619,0.305,0.39,9.0,1.0
,,,,0.6495,0.361,0.31,10.0,3.0
,,,,0.668,0.2605,0.2715,9.0,3.0
,,,,0.7595,0.332,0.321,8.0,3.0
,,,,0.675,0.315,0.399,11.0,1.0
,,,,0.586,0.291,0.405,9.0,1.0
,,,,0.959,0.3415,0.601,17.0,1.0
,,,,0.5905,0.212,0.453,15.0,1.0
,,,,0.755,0.298,0.4,10.0,1.0
,,,,0.5445,0.2945,0.413,10.0,3.0
,,,,0.784,0.391,0.455,12.0,3.0
,,,,0.628,0.3405,0.42,9.0,3.0
,,,,0.861,0.322,0.415,11.0,3.0
,,,,0.833,0.3775,0.475,11.0,3.0
,,,,0.8455,0.422,0.455,11.0,3.0
,,,,1.1465,0.419,0.897,17.0,1.0
,,,,0.0165,0.012,0.0135,6.0,2.0
,,,,0.025,0.014,0.021,5.0,2.0
,,,,0.031,0.0135,0.017,3.0,2.0
,,,,0.0295,0.0215,0.027,6.0,2.0
,,,,0.031,0.0215,0.02,4.0,2.0
,,,,0.0345,0.025,0.0245,6.0,2.0
,,,,0.0455,0.029,0.0345,4.0,2.0
,,,,0.065,0.05,0.0385,5.0,2.0
,,,,0.05,0.0265,0.043,4.0,2.0
,,,,0.056,0.0365,0.037,6.0,2.0
,,,,0.062,0.031,0.037,5.0,2.0
,,,,0.0585,0.0375,0.0425,6.0,2.0
,,,,0.053,0.0305,0.04,8.0,2.0
,,,,0.07,0.0265,0.0425,5.0,2.0
,,,,0.0825,0.0445,0.05,6.0,2.0
,,,,0.0775,0.0305,0.0445,6.0,2.0
,,,,0.0705,0.044,0.055,7.0,2.0
,,,,0.0945,0.038,0.0445,7.0,2.0
,,,,0.0665,0.0455,0.045,5.0,2.0
,,,,0.104,0.0425,0.055,7.0,2.0
,,,,0.111,0.0535,0.065,7.0,2.0
,,,,0.1045,0.058,0.067,6.0,2.0
,,,,0.1505,0.069,0.0795,7.0,2.0
,,,,0.084,0.06,0.055,6.0,2.0
,,,,0.124,0.037,0.07,6.0,2.0
,,,,0.155,0.0695,0.09,7.0,2.0
,,,,0.157,0.0745,0.1,7.0,2.0
,,,,0.1635,0.061,0.091,6.0,2.0
,,,,0.17,0.081,0.09,6.0,2.0
,,,,0.169,0.092,0.1,5.0,2.0
,,,,0.157,0.0795,0.09,6.0,2.0
,,,,0.164,0.096,0.1,6.0,2.0
,,,,0.1645,0.072,0.105,6.0,2.0
,,,,0.1575,0.0825,0.105,7.0,2.0
,,,,0.217,0.087,0.095,7.0,2.0
,,,,0.1815,0.061,0.1125,8.0,2.0
,,,,0.1825,0.078,0.1145,6.0,2.0
,,,,0.209,0.0835,0.134,6.0,2.0
,,,,0.148,0.067,0.105,7.0,2.0
,,,,0.2025,0.1095,0.1195,6.0,3.0
,,,,0.1695,0.0945,0.1195,7.0,2.0
,,,,0.191,0.127,0.137,7.0,2.0
,,,,0.197,0.093,0.1335,8.0,2.0
,,,,0.2355,0.0855,0.1135,7.0,2.0
,,,,0.2335,0.153,0.119,7.0,2.0
,,,,0.225,0.126,0.1465,7.0,2.0
,,,,0.2355,0.1055,0.1295,6.0,2.0
,,,,0.2325,0.093,0.115,7.0,2.0
,,,,0.196,0.0945,0.1265,7.0,2.0
,,,,0.2315,0.0925,0.113,7.0,2.0
,,,,0.261,0.098,0.143,7.0,2.0
,,,,0.1755,0.0905,0.12,7.0,2.0
,,,,0.23,0.106,0.1095,6.0,3.0
,,,,0.327,0.15,0.14,8.0,1.0
,,,,0.29,0.092,0.146,8.0,3.0
,,,,0.222,0.1215,0.15,9.0,1.0
,,,,0.3245,0.11,0.127,6.0,3.0
,,,,0.3205,0.1065,0.17,6.0,1.0
,,,,0.2925,0.1405,0.1575,6.0,1.0
,,,,0.194,0.099,0.115,8.0,1.0
,,,,0.312,0.117,0.14,7.0,1.0
,,,,0.1995,0.0955,0.129,7.0,3.0
,,,,0.32,0.124,0.1695,8.0,1.0
,,,,0.3035,0.1295,0.1495,8.0,1.0
,,,,0.272,0.1435,0.144,7.0,1.0
,,,,0.3145,0.1535,0.1565,6.0,1.0
,,,,0.2835,0.103,0.135,8.0,2.0
,,,,0.3195,0.129,0.1535,7.0,1.0
,,,,0.336,0.12,0.1825,7.0,1.0
,,,,0.3165,0.141,0.1785,9.0,3.0
,,,,0.362,0.131,0.156,8.0,2.0
,,,,0.289,0.133,0.155,9.0,1.0
,,,,0.25,0.1205,0.185,8.0,2.0
,,,,0.3935,0.1455,0.19,8.0,1.0
,,,,0.238,0.1225,0.175,7.0,2.0
,,,,0.3655,0.1585,0.18,7.0,2.0
,,,,0.347,0.134,0.1885,8.0,1.0
,,,,0.3865,0.1815,0.1955,8.0,1.0
,,,,0.367,0.2,0.23,8.0,3.0
,,,,0.3695,0.137,0.155,7.0,1.0
,,,,0.3475,0.173,0.175,8.0,3.0
,,,,0.334,0.1575,0.17,11.0,1.0
,,,,0.325,0.197,0.205,8.0,3.0
,,,,0.328,0.232,0.202,8.0,3.0
,,,,0.2715,0.1605,0.186,7.0,1.0
,,,,0.3935,0.196,0.205,8.0,3.0
,,,,0.2855,0.1595,0.2155,8.0,1.0
,,,,0.3735,0.229,0.2195,8.0,1.0
,,,,0.544,0.178,0.218,9.0,3.0
,,,,0.368,0.161,0.275,9.0,3.0
,,,,0.4525,0.207,0.274,9.0,3.0
,,,,0.3075,0.1665,0.18,8.0,3.0
,,,,0.5625,0.2565,0.295,10.0,1.0
,,,,0.513,0.21,0.343,10.0,1.0
,,,,0.54,0.255,0.27,8.0,3.0
,,,,0.5265,0.2195,0.24,8.0,1.0
,,,,0.4075,0.1935,0.214,7.0,1.0
,,,,0.4955,0.2745,0.29,9.0,1.0
,,,,0.538,0.221,0.249,9.0,3.0
,,,,0.5575,0.2255,0.29,7.0,3.0
,,,,0.4095,0.2595,0.276,8.0,3.0
,,,,0.4985,0.2115,0.2835,10.0,1.0
,,,,0.5585,0.22,0.29,8.0,3.0
,,,,0.586,0.2565,0.237,9.0,1.0
,,,,0.5245,0.2615,0.275,11.0,1.0
,,,,0.479,0.2425,0.309,8.0,1.0
,,,,0.5155,0.2445,0.25,8.0,3.0
,,,,0.4515,0.178,0.155,11.0,3.0
,,,,0.5865,0.2205,0.25,11.0,3.0
,,,,0.621,0.2435,0.274,9.0,1.0
,,,,0.4655,0.2095,0.2515,9.0,3.0
,,,,0.518,0.2205,0.27,9.0,1.0
,,,,0.5265,0.2645,0.295,9.0,3.0
,,,,0.572,0.2455,0.275,9.0,1.0
,,,,0.6025,0.262,0.2925,11.0,1.0
,,,,0.565,0.258,0.3085,11.0,1.0
,,,,0.554,0.239,0.3295,10.0,1.0
,,,,0.585,0.2595,0.33,8.0,3.0
,,,,0.594,0.276,0.388,11.0,3.0
,,,,0.6235,0.278,0.365,10.0,3.0
,,,,0.5705,0.271,0.405,10.0,1.0
,,,,0.4755,0.2475,0.349,10.0,3.0
,,,,0.573,0.3035,0.315,9.0,3.0
,,,,0.5845,0.302,0.401,9.0,3.0
,,,,0.637,0.275,0.31,8.0,1.0
,,,,0.599,0.284,0.315,11.0,3.0
,,,,0.5185,0.248,0.3235,8.0,1.0
,,,,0.623,0.2705,0.395,11.0,1.0
,,,,0.684,0.3,0.3745,10.0,1.0
,,,,0.705,0.2655,0.335,10.0,1.0
,,,,0.693,0.326,0.409,11.0,3.0
,,,,0.4935,0.291,0.4,10.0,3.0
,,,,0.6145,0.236,0.3185,10.0,3.0
,,,,0.779,0.342,0.432,11.0,1.0
,,,,0.709,0.3555,0.4,8.0,1.0
,,,,0.684,0.308,0.336,8.0,3.0
,,,,0.633,0.299,0.349,11.0,1.0
,,,,0.5475,0.327,0.3,10.0,3.0
,,,,0.515,0.2055,0.385,10.0,3.0
,,,,0.57,0.312,0.3725,9.0,1.0
,,,,0.6665,0.308,0.46,11.0,1.0
,,,,0.6645,0.3225,0.477,10.0,1.0
,,,,0.6895,0.331,0.1825,9.0,3.0
,,,,0.8515,0.3365,0.403,10.0,3.0
,,,,0.69,0.3025,0.441,11.0,3.0
,,,,0.6425,0.297,0.5175,9.0,1.0
,,,,0.594,0.3595,0.485,10.0,1.0
,,,,0.641,0.294,0.335,6.0,3.0
,,,,0.682,0.3145,0.4005,11.0,1.0
,,,,0.739,0.2995,0.435,10.0,3.0
,,,,0.7645,0.3615,0.553,12.0,3.0
,,,,0.7245,0.3215,0.498,12.0,1.0
,,,,0.8255,0.362,0.405,8.0,1.0
,,,,0.893,0.4015,0.48,10.0,1.0
,,,,0.8035,0.396,0.503,10.0,3.0
,,,,0.693,0.42,0.4045,12.0,3.0
,,,,1.012,0.5225,0.5475,11.0,1.0
,,,,0.7645,0.4185,0.4135,10.0,1.0
,,,,0.6655,0.383,0.405,11.0,3.0
,,,,1.1335,0.44,0.6,11.0,3.0
,,,,1.007,0.509,0.6205,12.0,1.0
,,,,0.012,0.0075,0.0095,4.0,2.0
,,,,0.018,0.006,0.011,3.0,2.0
,,,,0.0135,0.005,0.0095,4.0,2.0
,,,,0.0155,0.009,0.007,4.0,2.0
,,,,0.027,0.0125,0.015,4.0,2.0
,,,,0.03,0.013,0.0215,4.0,2.0
,,,,0.0245,0.0155,0.0225,5.0,2.0
,,,,0.0365,0.0175,0.025,7.0,2.0
,,,,0.054,0.02,0.028,6.0,2.0
,,,,0.0415,0.024,0.034,5.0,2.0
,,,,0.0405,0.0205,0.03,5.0,2.0
,,,,0.055,0.0265,0.039,6.0,2.0
,,,,0.065,0.027,0.039,6.0,2.0
,,,,0.0675,0.0295,0.0405,6.0,2.0
,,,,0.09,0.0475,0.055,5.0,2.0
,,,,0.1165,0.0265,0.0635,6.0,2.0
,,,,0.1125,0.0455,0.067,6.0,2.0
,,,,0.1165,0.042,0.065,6.0,2.0
,,,,0.122,0.0495,0.065,7.0,2.0
,,,,0.194,0.053,0.087,6.0,2.0
,,,,0.172,0.044,0.093,7.0,2.0
,,,,0.1255,0.057,0.0875,7.0,2.0
,,,,0.132,0.072,0.106,6.0,2.0
,,,,0.1255,0.07,0.1035,7.0,2.0
,,,,0.174,0.0635,0.105,7.0,2.0
,,,,0.1255,0.051,0.088,6.0,2.0
,,,,0.162,0.0865,0.1045,7.0,2.0
,,,,0.1985,0.0865,0.1035,7.0,1.0
,,,,0.2055,0.096,0.096,6.0,2.0
,,,,0.222,0.0735,0.106,7.0,2.0
,,,,0.1545,0.084,0.12,7.0,2.0
,,,,0.1675,0.1015,0.117,7.0,2.0
,,,,0.1945,0.0905,0.13,7.0,2.0
,,,,0.1985,0.0935,0.109,8.0,2.0
,,,,0.2135,0.0985,0.1315,8.0,2.0
,,,,0.241,0.1075,0.12,6.0,2.0
,,,,0.1865,0.0785,0.0975,7.0,2.0
,,,,0.1945,0.1,0.098,6.0,2.0
,,,,0.16,0.0885,0.102,6.0,2.0
,,,,0.18,0.098,0.1175,7.0,2.0
,,,,0.27,0.1395,0.129,7.0,1.0
,,,,0.211,0.1075,0.142,6.0,2.0
,,,,0.206,0.099,0.13,6.0,2.0
,,,,0.2165,0.111,0.115,7.0,2.0
,,,,0.3395,0.1085,0.1665,8.0,2.0
,,,,0.235,0.13,0.141,7.0,1.0
,,,,0.248,0.112,0.1585,7.0,2.0
,,,,0.215,0.116,0.17,9.0,2.0
,,,,0.2485,0.1135,0.134,8.0,2.0
,,,,0.2485,0.117,0.131,6.0,1.0
,,,,0.246,0.15,0.1405,7.0,3.0
,,,,0.3465,0.1395,0.182,8.0,2.0
,,,,0.261,0.115,0.1385,6.0,3.0
,,,,0.2615,0.1195,0.1525,9.0,2.0
,,,,0.215,0.1135,0.166,8.0,2.0
,,,,0.3175,0.1265,0.15,8.0,2.0
,,,,0.3525,0.1845,0.185,9.0,1.0
,,,,0.2295,0.133,0.157,8.0,2.0
,,,,0.288,0.1295,0.167,8.0,2.0
